POR-1,,POR-2,,POR-3,
Age,Error,Age,Error,Age,Error
107.6359695597388,2.015328636304524,109.37123889314495,1.4098348882853102,105.97839799487808,2.774523388306541
108.76864856258268,7.229618834277076,109.80503143132883,0.6641383853031968,106.59504382206426,4.446924399836547
109.1186670314611,3.4919406189148816,110.43146901079525,1.4124334605930073,106.89228574446362,3.1645002539157616
109.15863932229966,1.8760946253726445,110.6356481205296,2.4680627996264164,107.1803383014226,0.8638721681770747
112.66508592490229,4.260725573665837,110.96519896816396,3.1024404941403176,108.17847178967367,4.370556607692237
112.74387644559896,3.2398092155735014,112.34949897401442,0.5568847220523878,108.40621807587081,5.474866216204319
113.55733151935671,11.651063357743432,112.45117744207387,3.0321491162721728,108.61181703448224,6.946766267602229
113.65179365715666,5.430428896479839,112.55011483658957,2.9901645333244744,112.91160904670149,2.0939582420721194
113.7648300283543,8.450168499161592,112.63693275856478,0.6922842145542205,112.98264927564851,8.38038845910014
114.99106513852124,2.677955385746067,113.56281460666074,1.1256900333332567,113.93978513122242,1.24641487187548
115.21504508610538,1.8854304369814514,113.76191010609365,3.461855175567237,114.30709472073947,2.842231546795283
115.74136531611356,5.021501367484923,114.27222775328829,0.9287766826213257,114.68508641591413,3.962207317419775
116.56302147341407,6.710192677380157,115.34014406004566,1.7032855196300787,115.92222296197095,1.7608630928836533
116.91691925802643,9.063620005524228,120.88773526762631,1.952109288064264,116.00214952928684,2.733047617485731
116.98192817387701,7.241869894082804,122.1036586484993,1.0039225512136767,119.78096601106492,14.119469741409105
118.09999051798455,3.9628592050761497,123.4924725294178,0.8684517242361167,120.21384785900634,14.497089415088901
119.07677488402595,2.415445042581567,124.22939065855242,2.2516332185365897,120.8202721838657,3.2126329099755893
119.8491464000863,6.256061244131594,140.48365550195922,2.8209689124702066,121.41582343157901,1.8922405527690032
120.53164410656805,11.864111840431278,140.5600943700377,2.6000289142298243,121.73181542457705,3.2269490917738963
122.65289553712826,4.030081639909952,153.61925967236755,1.6698366678141383,122.63845401371141,4.600934088354428
123.7666660432714,2.359082651414859,163.15249609772408,1.7882676404768034,123.50262433041621,12.100959399290367
131.5154686411714,11.400189156908425,164.75410213914515,1.6591992749896889,125.41513994476962,7.795384075974923
134.70550772692695,11.47895296993967,167.15907809251334,3.415716387393047,126.8769428868438,4.4925847117410385
144.57920815240195,7.529494838973662,167.6044300794901,3.424698671090482,131.5473083626409,11.477140766176298
147.560623217851,20.13761408266823,171.62388729435744,2.4049046247312447,133.98311124474463,12.311369570599801
152.76618505257414,12.752855109612199,171.96933900888132,1.7648584748438196,141.0172564284595,8.760185184413373
153.38689324134666,4.378444846332684,179.3729481480568,5.395463143783658,142.19604891144155,8.081834662099169
156.29671604817747,6.581950576416361,225.1715919622827,4.447836150941626,142.78536905815938,14.834591252442493
162.15597368110576,3.9873278088359996,1323.4141434017695,32.352685520426576,144.5473711395484,18.652201363357143
163.03693569561767,7.8245843489434606,1376.8536660639543,14.612780027971098,147.09784057239986,5.627394625372659
163.16304392873016,2.446904082604391,1380.5851917145073,22.886998409754938,147.77709084497877,17.767754685501444
163.22060013202787,10.589796458535005,1392.6750706106066,24.853722487577556,148.69995487907389,6.5354021042635395
163.42525587549753,4.2044459349260705,1458.0864213627522,40.88430078900171,154.0307217109185,15.372048351193342
165.79757359057447,3.876920498111872,1509.2261659919125,27.856995640974674,159.04225262629348,2.756025332498737
165.79946827342928,3.1145389582359826,1601.1279177357176,17.046694709971916,161.76300022091704,12.878173473485148
166.73340151347873,6.267799134134478,1688.007820211497,18.265979119650638,162.05992540021282,5.385189923873767
209.62623689410856,8.42448706874012,1705.9413295562044,19.895464040976094,169.4789825366903,5.03126308348962
1380.1742933392259,10.815578249919326,1759.7499388655242,14.450349783001798,175.46186469957252,2.5511257644828333
1383.4074818710064,14.756172872946536,2211.675031034071,107.31158959108211,201.05280537591474,11.735007104253171
1387.9973556157393,16.493359843173835,2468.4783216420196,24.48777735459862,221.99096539719375,1.5920757211032424
1781.1982568718317,13.567090922278112,,,1767.1958485320556,26.29737822379593
1784.2659255576866,40.207127385102694,,,1769.6777415776294,4.741890609710595
1896.928017964661,49.45117492784834,,,1771.8346138446086,15.059177740161772
,,,,3179.8746346472603,7.253472540214943
